twitter_id,label,__split
1499075325061443584,hate,train
1335674945255378688,none,train
1482412302351671296,hate,train
1634977702792007680,hate,train
1543291173640359936,none,val
1554514557057568768,hate,train
1618388551649079296,none,train
1629133700557406208,hate,train
1638961050568781824,none,train
1379221826400882688,none,train
1545140688983150592,hope,train
1640971022835802112,none,train
1344281582585204736,none,test
1367203585235247104,none,train
1334965957979201536,offensive,test
1617695069452238848,hate,train
1344901710226059264,offensive,val
1496919622108741632,hope,train
1502284958265663488,hate,train
1330389866534801408,none,train
1465884476622491648,offensive,test
1611916088492580864,offensive,train
1329544455792324608,none,train
1599469879677288448,hate,train
1473629396112191488,hate,test
1434443856486019072,offensive,val
1423016620142874624,offensive,test
1451551301784031232,offensive,test
1383573341315817472,offensive,train
1498210439842439168,hate,train
1624442856231383040,hope,test
1580093060804796416,hate,val
1496023177151098880,hope,train
1335537745301790720,hate,train
1316393554168741888,offensive,test
1593984150733742080,none,val
1338227830535188480,offensive,train
1418239520550567936,hate,test
1594190649682989056,offensive,test
1318613773171777536,offensive,train
1595888490125832192,hate,train
1460142693334589440,hate,train
1437781210445537280,hate,train
1619332293037899776,hate,train
1577519600446701568,hope,train
1607407623741079552,hope,train
1588930186418196480,none,val
1557899479390425088,offensive,val
1587965190129139712,hate,train
1630709527820611584,hate,train
1611155559293534208,hate,train
1630699946503553024,hate,train
1594234198063165440,hate,train
1547869014684078080,offensive,val
1385865803032051712,none,test
1616656026215845888,none,train
1348691317702930432,none,train
1420128311318097920,offensive,val
1542259133939843072,hate,train
1438681463931670528,hate,train
1327906882057539584,none,train
1599438356181848064,hate,train
1651788220525428736,hate,train
1615072577268973568,offensive,test
1377576242417967104,offensive,val
1446085506345885696,none,train
1349446154073878528,hate,train
1476134973824548864,offensive,test
1623401488528572416,none,train
1351002206024196096,hate,test
1308501755987210240,none,train
1606638845520486400,hate,train
1597313172960325632,offensive,train
1509260679877906432,hate,test
1578690445819154432,hate,train
1568148361387073536,hate,train
1369378789386518528,offensive,train
1495702604235653120,hope,test
1319338571157917696,offensive,val
1579742473521618944,offensive,train
1369437647526051840,offensive,train
1397056705444433920,offensive,train
1332021914055925504,offensive,train
1494752932109205504,offensive,train
1602639471266041856,none,train
1281226372451532800,hate,train
1637667063350083584,offensive,train
1602430712904552448,none,val
1542984040004960256,hate,train
1387936131065565184,none,train
1382459518504869888,none,train
1383300087040729088,offensive,train
1429281229531238400,none,train
1616790107335397376,hate,val
1648526130264297472,hope,train
1329457957797507072,hate,train
1316997517582761984,none,train
1369136709905117184,offensive,train
1584877811407683584,hate,val
1370631145512140800,hate,train
1404076562836819968,offensive,test
1384296407838781440,none,train
1606598371455930368,hate,train
1617122618175258624,offensive,val
1600393244780924928,offensive,train
1479201583766323200,hate,test
1676326140678422528,hate,test
1422101542837137408,none,train
1626470013979840512,hate,train
1431406783575244800,hate,train
1606162410636615680,hate,train
1444904272420909056,hate,test
1608359776022323200,hate,val
1373574157758238720,none,train
1607009393500995584,hate,val
1419765894553776128,hope,val
1502835608766586880,offensive,train
1550920612360634368,hate,train
1641161928629207040,hate,train
1373589816605032448,hope,train
1451397978187567104,hate,test
1423195528309923840,none,train
1614912784357101568,offensive,val
1607537066325180416,hate,train
1573384158629560320,hate,val
1417091271022325504,none,train
1637465184670195712,hate,train
1321979825318514688,offensive,train
1334089990440169472,none,val
1549598367331794688,offensive,test
1554723179968471040,offensive,val
1563303794183905280,offensive,train
1636115639214518272,hate,val
1348996866395021312,hate,val
1608876579936997376,hope,train
1349899464312581888,none,train
1595342368995266560,hate,test
1402913753109303296,hate,train
1432405949822775296,none,train
1606370598162137088,hate,train
1582516572375351296,hate,train
1302707656369606656,hope,train
1317480010899427328,none,train
1602159888121352192,hate,train
1330315060040896512,offensive,test
1396692073730949120,none,train
1502531626714243072,hope,train
1465535147348873216,none,train
1352420902076608512,hate,test
1399893567577931776,hope,train
1617229693933035520,hate,val
1437418458967326720,offensive,train
1453059262645739520,offensive,test
1410825824639635456,offensive,test
1337328871046311936,none,val
1508038174769139712,none,train
1417107368580628480,offensive,test
1581330755724005376,hate,train
1606842264810127360,offensive,train
1363745114565332736,offensive,val
1384645361239826432,offensive,val
1301679141809422336,none,train
1625664590406090752,none,val
1322176763913412608,hate,train
1324834310717931520,none,train
1422837116912996352,offensive,train
1618161501197729792,none,train
1460731607548059648,hate,test
1605830077257633792,none,train
1439683902688354304,none,train
1626969693859770368,offensive,train
1595604245830590464,none,train
1311341241339174912,none,val
1332232104684511232,none,train
1601065074512523264,hate,train
1611890046365499392,offensive,train
1361977898073227264,offensive,train
1373832741880479488,none,train
1601563272146489344,none,val
1280075234658390016,none,train
1474590902597427200,none,train
1347240382590017536,hate,val
1367685681976344576,offensive,train
1635522560904376320,offensive,train
1593034097781534720,offensive,train
1333879002864492288,none,train
1335057164344418304,offensive,train
1331236299538272256,offensive,train
1420326311575367680,offensive,train
1316722826624356352,none,val
1578747111570436096,offensive,val
1464405867747491840,offensive,train
1388795262622109696,none,train
1435483040315236352,hate,test
1640663495514419200,none,train
1348796332258033664,offensive,val
1607596199766286336,offensive,train
1470716909314351104,hate,train
1672151108477648896,offensive,train
1637561185636589568,hate,train
1425047800836919296,hope,train
1284960694681710336,offensive,train
1348191740155604736,none,train
1320031904893005824,hope,test
1313951467808714752,none,train
1429943433972568064,offensive,train
1367506236992815104,hate,val
1364104161579704320,hope,val
1582680725224321024,hope,train
1320692785637449728,hate,val
1502497006379540480,offensive,train
1370449300963090432,hate,train
1363202355597086720,offensive,train
1478928385766211584,hate,val
1502123507714568192,offensive,test
1644601412666417152,none,test
1542209873869508608,none,train
1363020525002510336,offensive,train
1416332917853364224,hate,train
1328956329499779072,offensive,val
1418311134034157568,offensive,val
1617018594818236416,none,train
1664641040882495488,none,test
1458828386265145344,offensive,train
1619713193026400256,none,val
1396419492150976512,none,val
1284953005436149504,hate,train
1427030797136154624,hate,train
1606516022839738368,hate,train
1328669123023343616,none,train
1444701276416139264,none,val
1506802003841798144,hope,train
1372548626476638208,hate,train
1288153695167877120,hope,train
1600952355574251520,hate,train
1385156693932318720,offensive,train
1597401187913175040,offensive,train
1404546252189192192,hate,train
1504648095442821120,offensive,test
1349175604545990656,offensive,train
1600959047620251648,none,train
1613762565858885632,offensive,test
1593138117451530240,none,train
1493420162237620224,offensive,train
1403396597619335168,hate,train
1436706484029640704,hate,train
1622606634840121344,hate,test
1320769325331025920,hope,train
1341189600212082688,hate,val
1617939585593663488,hate,test
1397990846251868160,none,val
1504615427623727104,offensive,test
1634483076901351424,hate,test
1543884146312888320,hate,val
1610703116382486528,offensive,train
1591497617800036352,hate,train
1425912913257275392,offensive,train
1323215481499799552,none,val
1442221667992973312,hate,train
1491654028790579200,hope,train
1474818476665499648,none,train
1322251980509765632,offensive,train
1470908376515289088,offensive,train
1593345625990565888,hate,train
1625781964308611072,none,train
1588412179593989888,hate,train
1415373604645130240,hate,val
1449662885207187456,offensive,test
1489298897805709312,hate,train
1608773042376962048,none,train
1577853978758578176,hate,train
1487607226684616704,hate,train
1441825188102934528,none,val
1420610894606880768,hate,train
1459946130226257920,none,train
1497050085565378304,offensive,train
1349008286813712384,hate,train
1338633497238441984,none,train
1508142370486988800,hate,train
1614342178574041088,none,train
1315405860475207680,none,train
1497926055306407936,none,train
1333348161105092608,hate,train
1616985062796578816,hate,train
1315653061839257600,none,train
1603811978539323392,hate,train
1603095386578685952,offensive,train
1628313095738105856,offensive,train
1450763229278334976,offensive,train
1503584147591286784,offensive,train
1595511507613552640,offensive,test
1351556054233047040,offensive,val
1404360802325385216,hate,test
1578674845193162752,offensive,train
1565763359148068864,offensive,train
1596188402147155968,none,test
1433972702558232320,hate,test
1354626542043869184,none,train
1323278697248419840,none,val
1637037422532784128,offensive,test
1356693933582131200,offensive,train
1325331513932648448,offensive,train
1610425649507745792,offensive,test
1601110356889214976,offensive,train
1566990160289562624,offensive,test
1417059920025952256,hate,train
1337593861485469696,none,val
1319141969927483136,offensive,train
1614643682568974336,none,train
1640346184584667136,hate,train
1631437444384956416,hate,test
1578085023927836672,offensive,test
1465488827674464256,hate,train
1503540433858740224,none,val
1597131069106495488,offensive,test
1590019674536038400,hate,train
1274646581913009920,none,train
1614185594157924352,offensive,train
1626699303417745408,hate,val
1485553582569107456,hate,train
1276169119633719296,none,train
1564765819950727168,offensive,train
1619252045730684928,hate,test
1492260110684631040,offensive,val
1317662151289569280,none,train
1415726429237661696,hate,test
1335600313936568320,hope,train
1555001826029731840,hate,train
1571614337642467328,hate,train
1393159094727585792,offensive,val
1640964381302202368,hate,train
1423287744361472000,offensive,train
1363412019081334784,none,train
1385973939852165120,offensive,test
1489707126914170880,none,train
1346441137926664192,hate,train
1609362695764992000,hate,train
1612477297575006208,none,train
1570744258361192448,hate,val
1453996216534982656,hope,train
1601155753842089984,none,test
1417136832333107200,none,train
1584929495689359104,hate,train
1560242105397743616,offensive,train
1325940244550737920,offensive,train
1361255063122026496,none,test
1325120285331185664,offensive,train
1481610045586649088,hate,train
1373105795240443904,none,test
1620233974047203328,hate,train
1618709769946292224,none,train
1284970166762254336,none,test
1573299775960653824,offensive,train
1620718204346859520,hate,test
1424476379152896000,offensive,train
1440333094888693760,hate,train
1476928059274108928,hate,train
1503974066734059520,hope,train
1577651699564568576,offensive,val
1496898793597513728,offensive,train
1620631035640975360,hate,val
1360603886164312064,offensive,train
1608701387025833984,hate,train
1597772833337139200,offensive,val
1416551052715900928,none,test
1622350323099516928,none,train
1428904109688643584,offensive,test
1551010937724887040,offensive,train
1271394877197213696,none,train
1564089303604535296,offensive,val
1320016760549085184,none,train
1469990499457114112,offensive,train
1321466639796314112,hate,train
1326283797416071168,none,train
1619277802649554944,none,train
1406297245817966592,hate,train
1415022312571682816,hate,val
1623895155248865280,none,val
1407082850881609728,hate,train
1456380963395710976,hate,val
1433416501994954752,hate,train
1484662324308987904,offensive,train
1289900405208449024,none,train
1447595553072816128,hate,train
1600898705535533056,hate,test
1389943018858364928,none,test
1335432597900549888,hope,test
1340794844206272512,offensive,train
1665848764622417920,none,train
1487549549543661568,hate,val
1426447897361625088,none,train
1616539617137754112,hope,train
1585183836962709504,offensive,test
1458963084433932288,hate,train
1434593255056764928,hate,train
1414618508084846592,offensive,train
1322915380172566528,hate,val
1560379473387610112,hate,test
1592559066421014528,offensive,train
1345522036152676352,hate,train
1466317463965081600,hate,test
1313319896160362496,hate,test
1305823421746609920,none,test
1442835948958633984,hate,test
1611417382853160960,offensive,val
1349187990690664448,offensive,train
1373288218544734208,hope,test
1328646604526645248,offensive,train
1595772770113183744,none,train
1600740498863333376,offensive,train
1624104705688207360,none,test
1600806316145971200,hope,train
1413410497433645056,hate,train
1618920369259433984,offensive,train
1423630666961391616,hate,train
1624883911712210944,none,train
1546940265721626624,hate,train
1620256383366225920,hate,train
1640907186262999040,offensive,test
1429309009153114112,hope,val
1440237254308339712,none,test
1320816421220343808,offensive,test
1368668726057385984,hate,train
1605223702148390912,hate,train
1642485544725749760,hate,train
1328337342340485120,none,train
1471765341202104320,offensive,train
1613319944346689536,hate,train
1349466438285860864,offensive,train
1629416940316786688,hate,train
1603421810992742400,hate,train
1566425896109899776,hope,val
1641660473241214976,hate,train
1593475731631185920,none,train
1393854035724283904,hate,val
1582897772310560768,hate,train
1637192227267936256,offensive,train
1321027414965837824,hate,train
1641462611836272640,hope,train
1507933231055843328,offensive,train
1337001004693336064,hate,train
1640773393002921984,hate,train
1383996170008023040,offensive,train
1568099142924206080,none,train
1632358869895729152,hate,train
1619581428953673728,hate,test
1619273763098337280,offensive,train
1320938381728243712,offensive,train
1430264896374153216,hate,train
1318234806195572736,none,val
1647130767355531264,hate,test
1635190400762920960,hate,train
1650798985274163200,hate,train
1269440633908977664,offensive,train
1641636576106086400,offensive,train
1652616318451961856,hate,train
1324284827655409664,none,train
1454009346589921280,hate,train
1499693599147147264,none,val
1482279330285858816,none,train
1610551468343312384,none,val
1590445579184001024,hope,train
1570319544048132096,offensive,val
1417706346737250304,offensive,train
1607115573154164736,hate,train
1317918188970123264,offensive,train
1604946997705773056,hate,train
1640187034995249152,none,train
1543674554253512704,hate,val
1328609173228105728,hate,train
1328229122041147392,hate,train
1647849218046939136,hate,train
1333667389691613184,none,train
1619727591447097344,hate,train
1321149066651357184,offensive,train
1612694992446787584,offensive,train
1511771677260238848,hate,train
1431636199890997248,none,test
1563303603795742720,none,test
1333787769362026496,none,train
1443260016736145408,none,train
1326734134052532224,hope,test
1502340058321494016,hope,val
1380475301977858048,none,train
1450919276991287296,hate,test
1466666357248778240,none,train
1364866570623856640,none,train
1611974055271272448,offensive,test
1577026547562708992,none,train
1291824349004037888,none,val
1639299749454163968,none,train
1465336261237952512,none,train
1350561503020253184,hate,train
1420338361680678912,hate,test
1597381853937561600,hate,train
1554250330451443712,hate,val
1618377626728505344,hope,train
1320704772530442240,none,val
1414419800953065472,hate,train
1286459113501794304,hate,train
1347513362108665856,none,train
1619056318433857536,offensive,test
1324742815558049536,none,train
1364396440865374208,hate,train
1627437584392589312,hope,train
1431589446240047104,hate,train
1298951568222572288,offensive,test
1340295406731837440,none,train
1340883629547921408,none,test
1340205739839668224,none,train
1445375120139243520,offensive,train
1358703167312171008,none,train
1506670565024743424,none,test
1586303393785470720,hate,train
1556996961332518912,hate,train
1503419435775934464,hope,test
1634431912553979904,hope,train
1499407817928851456,offensive,train
1270870880223137536,offensive,train
1277059912317665280,none,train
1477753659199045632,none,train
1571333527815487488,hate,train
1475123252464734208,none,test
1620233653698822144,offensive,train
1573839088389701632,none,train
1332988663467298816,none,val
1297150905914200064,offensive,train
1586407064334655488,none,train
1444289757316632320,hate,train
1610019282217500672,hate,test
1336852291685642240,none,train
1371974720141266688,offensive,train
1565026630866591744,hope,train
1504615283843031040,hate,train
1356045008575619072,hate,val
1430395680472899584,offensive,train
1331522046703116288,offensive,train
1599968776782774272,offensive,test
1600013490919309312,hate,train
1610309762905677824,none,train
1421109626179829504,offensive,val
1330194217797349120,none,test
1486039748586221568,hope,test
1612061721899798528,offensive,train
1544199242817961984,offensive,train
1417162274264002560,none,train
1619166798196412416,hate,train
1550390448153411584,hate,test
1598456423616516096,none,train
1623708756604334080,offensive,train
1332851475895226368,none,train
1612377093777637376,none,train
1367324148880576512,offensive,train
1505665874761555968,hate,train
1481567987421306880,offensive,test
1465842513135218688,none,train
1469969932083466240,hate,val
1600657031853219840,hate,val
1481946958914895872,none,train
1630316334767562752,hate,train
1316762891211730688,none,val
1597973112804765696,offensive,train
1612193521854717952,hate,train
1322417791476113408,offensive,train
1441765383598391296,none,train
1377621658819776512,hate,train
1613400233102155776,offensive,train
1629417179954180096,none,train
1350714876717575936,offensive,train
1338997336748347136,none,train
1379193142310735872,hate,train
1434005727044161536,offensive,train
1639576829353762816,none,train
1490898230778818560,hate,train
1614525635283791872,hate,val
1336641621073555456,none,val
1451519472720924672,none,train
1337335698395947008,hate,train
1280595665589067520,none,train
1491547635827703808,hate,train
1611291646943010816,offensive,train
1653433236213710848,hate,val
1507329719569731584,none,train
1630510203496980480,none,train
1545834638555451392,offensive,val
1348450280237654016,offensive,train
1568345654862442496,offensive,train
1621098881495994368,offensive,train
1271576561859416064,hate,val
1383933995918925824,offensive,train
1328475340394672128,hate,train
1615758376666791936,hate,train
1330721563642040320,none,train
1464509104022511616,hate,test
1328608303136595968,none,train
1469142131235295232,hope,test
1624800360077352960,hate,train
1325121155724873728,none,train
1455716750943686656,hate,test
1595586782418067456,hate,val
1473418039433563904,offensive,train
1642110666583465984,hate,train
1601841537083637760,none,val
1469087960045797376,hope,train
1326253949763133440,none,train
1326556131129499648,none,val
1564120264685805568,hate,train
1354519236035506176,offensive,train
1334844343362998272,hate,train
1363700759414665216,offensive,train
1417016091679752192,offensive,test
1598536294296039424,hate,val
1552672971822698496,hate,test
1497874071614222336,none,train
1423277027705204736,none,train
1543100169952043008,offensive,train
1454010321136402432,hate,train
1425235879262629888,hate,val
1655469630759006208,offensive,train
1336594516065853440,none,test
1359307745606987776,none,val
1414856869974183936,none,train
1329530325110824704,none,train
1413130400155672320,none,train
1413713017326477312,none,train
1603352060820332288,none,train
1435063211208892416,offensive,test
1604601981565161472,hope,train
1502372557764415488,hate,train
1610018136345960448,hope,train
1373800956769501184,offensive,train
1332669177253998336,hope,train
1298015815686594304,none,train
1388630010790129664,hate,train
1619403766901653504,none,val
1370222743203975168,offensive,train
1322997610328805120,hate,test
1610678611744362496,hate,val
1583753046365904896,offensive,train
1432055107500322816,offensive,train
1607424460725821440,hate,train
1332896306088566784,hope,train
1324155071215652864,none,val
1598283714488070144,hate,train
1470956528962351104,none,train
1385233323023380480,none,train
1381290652688920576,none,train
1616859367965335552,none,val
1411945223211700224,hate,val
1319307923177295872,none,train
1601147549960015872,hope,train
1597083816484827136,hate,train
1626013360654278656,hate,val
1442640223230377984,hope,train
1450887247331528704,offensive,train
1385669252493893632,none,test
1509530412401369088,offensive,train
1596941906839150592,offensive,train
1444319433200177152,hate,train
1284130026464649216,none,train
1360573431486558208,offensive,test
1364560759058034688,hate,test
1501075553029394432,hate,train
1364909732318892032,hate,train
1477961627249094656,hate,val
1497291832245374720,hate,val
1565204274551857152,offensive,train
1565754842911579904,offensive,train
1405691611019890688,hope,train
1546741034117468160,hate,train
1341850552049741824,hate,val
1376535109134921728,none,val
1591310307196035072,offensive,test
1613181110162452480,hope,train
1508618368848379904,hate,val
1423058663841878016,hate,train
1492969087751929856,offensive,test
1570057949120274432,offensive,test
1579826848695209984,hate,train
1601111604984426496,hate,train
1413091449537810432,hate,train
1386455584619339776,hate,test
1362810503706406912,hate,test
1602988280856940544,none,val
1320772100228087808,hope,val
1619259114185707520,none,train
1486250201706909696,offensive,train
1593240576652378112,hate,train
1647600662589370368,none,train
1347181879565422592,offensive,train
1593943154868342784,none,train
1632197013189132288,none,train
1509794577624059904,none,test
1494826970303156224,hope,train
1414855453335511040,none,train
1415855302096957440,hope,train
1337681700738969600,none,train
1389671995286204416,offensive,val
1583370864472379392,offensive,train
1599272965505679360,offensive,train
1591668783323959296,hate,train
1553315098344710144,hate,train
1495650640982421504,hate,train
1504858754059157504,offensive,test
1426139332272922624,none,val
1449525543255281664,hate,train
1629591236808941568,none,val
1599844820062998528,hate,train
1548110877089402880,offensive,train
1360952276072996864,hate,test
1362945038188224512,hate,train
1554434326149976064,offensive,train
1503302272729718784,hope,train
1321913819384500224,none,train
1497857762046447616,offensive,train
1298959374644383488,none,train
1384584105631879168,hate,train
1625105912200409088,hate,train
1543906142320984064,offensive,val
1599332076825681920,none,test
1617162683622514688,hate,train
1491547844175609856,hate,test
1317674123221499904,none,train
1431723213642469120,hate,train
1324087149101228032,hate,train
1548930563683131392,hope,val
1336777452325056512,none,train
1560844978032496640,hate,train
1439954320326381568,offensive,train
1453905649381920768,none,train
1366946801404833792,offensive,test
1620338968293429248,offensive,train
1641961817550340096,hate,test
1593331781062856704,hate,train
1322944313614127104,hope,train
1561866795484684288,hate,train
1272184097276866304,none,val
1366085701943652352,hate,train
1636670852430274560,hate,test
1273010300229476352,hate,train
1669282034366267392,none,train
1391408944749420544,hope,train
1599249068601278464,offensive,train
1318930210021060608,hope,train
1332942300163530752,hate,val
1368486298097422336,none,train
1552449775412330496,hate,train
1640736276847419392,hate,test
1585113903004286720,offensive,train
1440090575970050048,none,train
1614744039911456768,offensive,train
1299326710517764096,none,test
1560810518398509056,hate,train
1311388091521921024,hope,train
1650432879841923072,none,train
1481073379364986880,offensive,train
1623509422109560832,offensive,train
1596407748224339968,offensive,val
1602135974930251776,offensive,train
1490567876054507520,hate,train
1435690869634572288,hope,val
1616639658905018368,offensive,val
1345275472939253760,offensive,train
1566478597006757888,offensive,train
1542184404772167680,offensive,train
1601854754824622080,hate,train
1642362776772386816,offensive,val
1377320225411063808,hope,train
1400950446018150400,hate,train
1361041807786786816,hope,train
1597117142104956928,hate,train
1350654970048217088,hate,train
1604424111094054912,hate,train
1508293163714285568,offensive,train
1360604302717378560,hate,train
1333879001702682624,none,train
1611482874095587328,hope,test
1283428294608789504,none,train
1579556535675498496,hate,train
1344841010921283584,hope,train
1590381951747514368,offensive,test
1548053653851742208,offensive,train
1449966160938557440,none,test
1330965139491852288,offensive,test
1340008016716959488,none,val
1545922782738976768,offensive,train
1606893221820641280,none,test
1441808678626238464,offensive,val
1372685203899084800,hate,train
1305189086198718464,offensive,train
1458918031506169856,offensive,test
1480864762695200768,offensive,train
1482718203235213312,hate,test
1381370407056506880,hate,train
1600876487984701440,hate,train
1335870553329201152,none,test
1344704652500226048,none,train
1505172471183552512,hate,train
1427786137968553984,offensive,test
1323912517874307072,none,test
1553023186744348672,hate,train
1595694251387527168,offensive,train
1573383477986299904,offensive,train
1381215181770870784,hate,test
1449450130386661120,hate,train
1316663343369924608,none,train
1335569349936099328,hate,train
1557730371675889664,offensive,train
1619239853618614272,none,train
1643600268632702976,hate,test
1319005216168169472,none,train
1484721102735740928,none,train
1609703140210921472,offensive,val
1619277441968795648,offensive,train
1601231328158314496,hope,train
1363639533192032256,offensive,train
1597037197516951552,offensive,val
1354097858077716480,hate,test
1475108020132663296,offensive,train
1644491818770264064,hate,test
1642808927065714688,none,train
1618514765852336128,hate,train
1404739416220966912,hate,val
1433400931702517760,none,train
1317209113936465920,hope,train
1580276033470668800,offensive,train
1398006069386006528,offensive,train
1427013605409570816,hate,train
1270452888687579136,hate,train
1596458949170954240,hate,test
1447866081767530496,offensive,train
1350700351842881536,offensive,train
1318083740296503296,hate,train
1334571251160010752,hate,test
1619017039133433856,none,train
1333939053377560576,hope,train
1379206956007718912,offensive,train
1612376488275222528,none,train
1351484051908124672,offensive,train
1336460258085113856,offensive,train
1342786240702259200,offensive,train
1602458363173871616,none,train
1505963146778980352,offensive,val
1319066047345995520,hate,train
1618268189166809088,hope,train
1385688038513184768,hate,train
1322236255535595520,none,train
1277379951742930688,offensive,val
1627909605090009088,hope,train
1613469551290900480,none,train
1441027519868817408,hate,train
1637622382398455808,offensive,test
1319533590309457920,none,train
1449978540963901440,offensive,train
1368561880453767168,none,train
1429943960001208320,offensive,test
1577067392328663040,offensive,test
1476164116855201792,none,test
1621669137389916160,none,train
1596298765505560576,none,train
1549641085361815552,none,test
1423209620164812800,offensive,test
1490945923316596736,none,train
1477568114372059136,offensive,train
1568345201563009024,hate,train
1452530755884695552,hope,test
1338439210160844800,offensive,train
1406674109539532800,none,train
1328074857549061888,offensive,val
1299457613013430272,none,train
1317433376295497728,hope,train
1615899220153896960,none,test
1334407024264744704,none,val
1412761491007287296,offensive,train
1595457928563130368,offensive,train
1366796605693779968,hope,train
1363863520413175808,none,train
1508522950286266368,offensive,val
1580111309995401216,hate,test
1551330442829340672,offensive,train
1337675726938644480,none,val
1454058307983794176,offensive,train
1351516014710845440,hate,train
1348102961961033728,offensive,test
1545140692627984384,hate,train
1593473851681292288,hate,train
